gene_id	CHROM	POS	STRAND	gene_name	interval
ENSG00000132975	chr13	27334922	-	GPR12	chr13:27329341-27334922
ENSG00000152484	chr13	27746033	-	USP12	chr13:27640293-27746033
ENSG00000122026	chr13	27825445	+	RPL21	chr13:27825446-27830828
ENSG00000122035	chr13	27844463	+	RASL11A	chr13:27844464-27847827
ENSG00000122034	chr13	27998680	+	GTF3A	chr13:27998681-28009958
ENSG00000122033	chr13	28024701	-	MTIF3	chr13:28009776-28024739
ENSG00000139517	chr13	28194541	-	LNX2	chr13:28120050-28194541
ENSG00000186184	chr13	28194902	+	POLR1D	chr13:28194903-28241548
ENSG00000169840	chr13	28366779	+	GSX1	chr13:28366780-28368905
ENSG00000139515	chr13	28494156	+	PDX1	chr13:28494157-28500368
ENSG00000180389	chr13	28519342	+	ATP5EP2	chr13:28519343-28519727
ENSG00000165556	chr13	28545276	-	CDX2	chr13:28536274-28545276
ENSG00000183463	chr13	28562791	-	URAD	chr13:28551851-28562791
ENSG00000122025	chr13	28674729	-	FLT3	chr13:28577411-28674729
ENSG00000152520	chr13	28712642	+	PAN3	chr13:28712643-28869475
ENSG00000102755	chr13	29069232	-	FLT1	chr13:28874489-29069265
ENSG00000132963	chr13	29233240	+	POMP	chr13:29233241-29253062
ENSG00000139508	chr13	29293107	-	SLC46A3	chr13:29274201-29293107
ENSG00000132938	chr13	29598747	+	MTUS2	chr13:29598748-30077892
ENSG00000139514	chr13	30169825	-	SLC7A1	chr13:30083547-30169825
ENSG00000122042	chr13	30424821	-	UBL3	chr13:30338508-30424821
ENSG00000102781	chr13	30881621	-	KATNAL1	chr13:30776767-30881621
ENSG00000189403	chr13	31191734	-	HMGB1	chr13:31032884-31191734
ENSG00000132952	chr13	31191919	+	USPL1	chr13:31191830-31233686
ENSG00000132965	chr13	31309644	+	ALOX5AP	chr13:31309645-31338556
ENSG00000102802	chr13	31480327	+	MEDAG	chr13:31480328-31499709
ENSG00000120694	chr13	31736064	-	HSPH1	chr13:31710762-31736525
ENSG00000187676	chr13	31774072	+	B3GALTL	chr13:31774073-31906413
ENSG00000133105	chr13	32313678	+	RXFP2	chr13:32313674-32377009
ENSG00000073910	chr13	32605436	+	FRY	chr13:32605437-32870794
ENSG00000189167	chr13	32889481	-	ZAR1L	chr13:32877837-32889481
ENSG00000139618	chr13	32889616	+	BRCA2	chr13:32889611-32973805
ENSG00000244754	chr13	33112936	-	N4BP2L2	chr13:33006554-33112970
ENSG00000083642	chr13	33160563	+	PDS5B	chr13:33160564-33352157
ENSG00000133116	chr13	33590570	+	KL	chr13:33590207-33640282
ENSG00000133121	chr13	33859892	-	STARD13	chr13:33677272-33924767
ENSG00000133119	chr13	34392185	+	RFC3	chr13:34392186-34540695
ENSG00000172915	chr13	35516423	+	NBEA	chr13:35516424-36247159
ENSG00000180660	chr13	36050832	-	MAB21L1	chr13:36047926-36050832
ENSG00000133083	chr13	36705443	-	DCLK1	chr13:36345478-36705443
ENSG00000250709	chr13	36871979	-	CCDC169-SOHLH2	chr13:36742931-36871979
ENSG00000133104	chr13	36920934	-	SPG20	chr13:36875775-36944317
ENSG00000133101	chr13	37006494	+	CCNA1	chr13:37005967-37017019
ENSG00000180440	chr13	37248048	+	SERTM1	chr13:37248049-37271976
ENSG00000133111	chr13	37393360	+	RFXAP	chr13:37393361-37403241
ENSG00000120693	chr13	37494409	-	SMAD9	chr13:37418968-37494902
ENSG00000120697	chr13	37573504	-	ALG5	chr13:37523912-37574398
ENSG00000120699	chr13	37574677	+	EXOSC8	chr13:37572953-37583750
ENSG00000102710	chr13	37633823	-	SUPT20H	chr13:37583449-37633850
ENSG00000180138	chr13	37679803	-	CSNK1A1L	chr13:37677398-37679803
ENSG00000133110	chr13	38172981	-	POSTN	chr13:38136720-38172981
ENSG00000133107	chr13	38443939	-	TRPC4	chr13:38210773-38444562
ENSG00000120686	chr13	38924017	+	UFM1	chr13:38923986-38937140
ENSG00000150893	chr13	39261265	+	FREM2	chr13:39261266-39460074
ENSG00000133115	chr13	39565203	-	STOML3	chr13:39540062-39565203
ENSG00000188811	chr13	39612454	+	NHLRC3	chr13:39612443-39624246
ENSG00000183722	chr13	40177308	-	LHFP	chr13:39917029-40177665
ENSG00000133103	chr13	40229813	+	COG6	chr13:40229764-40365802
ENSG00000150907	chr13	41240734	-	FOXO1	chr13:41129804-41240734
ENSG00000102738	chr13	41345309	-	MRPS31	chr13:41303432-41345309
ENSG00000102743	chr13	41363632	+	SLC25A15	chr13:41363548-41384247
ENSG00000120690	chr13	41593450	-	ELF1	chr13:41506056-41635576
ENSG00000120688	chr13	41635409	+	WBP4	chr13:41635410-41658137
ENSG00000165572	chr13	41706882	-	KBTBD6	chr13:41701705-41706882
ENSG00000120696	chr13	41768702	-	KBTBD7	chr13:41763969-41768702
ENSG00000120662	chr13	41837713	-	MTRF1	chr13:41790505-41837742
ENSG00000172766	chr13	41885340	+	NAA16	chr13:41885341-41951166
ENSG00000102760	chr13	42031694	+	RGCC	chr13:42031695-42045018
ENSG00000102763	chr13	42535220	-	VWA8	chr13:42140973-42535256
ENSG00000102780	chr13	42622888	+	DGKH	chr13:42614176-42830714
ENSG00000023516	chr13	42846288	+	AKAP11	chr13:42846289-42897396
ENSG00000120659	chr13	43148288	+	TNFSF11	chr13:43136872-43182149
ENSG00000120675	chr13	43597338	+	DNAJC15	chr13:43597339-43683045
ENSG00000120658	chr13	44361044	-	ENOX1	chr13:43787654-44361044
ENSG00000179630	chr13	44453419	+	LACC1	chr13:44453420-44468068
ENSG00000139656	chr13	44735393	-	SMIM2	chr13:44717679-44735393
ENSG00000151778	chr13	44947977	+	SERP2	chr13:44947801-44971850
ENSG00000102804	chr13	45150701	-	TSC22D1	chr13:45007655-45151283
ENSG00000083635	chr13	45563618	-	NUFIP1	chr13:45513384-45563618
ENSG00000188342	chr13	45694649	+	GTF2F2	chr13:45694650-45858237
ENSG00000180332	chr13	45775175	-	KCTD4	chr13:45766988-45775175
ENSG00000133112	chr13	45915505	-	TPT1	chr13:45911008-45915505
ENSG00000174032	chr13	45992515	-	SLC25A30	chr13:45967451-45992590
ENSG00000136152	chr13	46039059	+	COG3	chr13:46039060-46110765
ENSG00000174015	chr13	46276445	+	SPERT	chr13:46276446-46288694
ENSG00000215475	chr13	46425871	-	SIAH3	chr13:46354405-46425871
ENSG00000123200	chr13	46626894	-	ZC3H13	chr13:46528600-46626894
ENSG00000080618	chr13	46679161	-	CPB2	chr13:46627321-46679211
ENSG00000136167	chr13	46785483	-	LCP1	chr13:46700055-46786006
ENSG00000136141	chr13	47127394	+	LRCH1	chr13:47127303-47327175
ENSG00000139684	chr13	47371367	-	ESD	chr13:47345391-47371367
ENSG00000102468	chr13	47470173	-	HTR2A	chr13:47405685-47471169
ENSG00000136143	chr13	48575462	-	SUCLA2	chr13:48510622-48612125
ENSG00000136159	chr13	48611702	+	NUDT15	chr13:48611703-48621358
ENSG00000136146	chr13	48669240	-	MED4	chr13:48627459-48669267
ENSG00000136156	chr13	48807293	+	ITM2B	chr13:48807294-48837063
ENSG00000139687	chr13	48877910	+	RB1	chr13:48877887-49056122
ENSG00000139679	chr13	49018840	-	LPAR6	chr13:48963707-49018840
ENSG00000136161	chr13	49107369	-	RCBTB2	chr13:49063095-49107369
ENSG00000152207	chr13	49280950	+	CYSLTR2	chr13:49280951-49283498
ENSG00000102531	chr13	49550047	+	FNDC3A	chr13:49550048-49783915
ENSG00000102539	chr13	49794473	+	MLNR	chr13:49794474-49796513
ENSG00000102543	chr13	49822060	+	CDADC1	chr13:49822047-49867618
ENSG00000102547	chr13	49975735	-	CAB39L	chr13:49882786-50018262
ENSG00000136169	chr13	50018509	+	SETDB2	chr13:50018429-50069138
ENSG00000136147	chr13	50070096	+	PHF11	chr13:50069746-50103123
ENSG00000136144	chr13	50159719	-	RCBTB1	chr13:50106082-50159719
ENSG00000152213	chr13	50202434	+	ARL11	chr13:50202435-50208008
ENSG00000123179	chr13	50265611	-	EBPL	chr13:50234859-50265611
ENSG00000102753	chr13	50367057	-	KPNA3	chr13:50273447-50367057
ENSG00000123178	chr13	50510476	-	SPRYD7	chr13:50486842-50510626
ENSG00000204977	chr13	50571172	+	TRIM13	chr13:50570024-50594617
ENSG00000198553	chr13	50589389	+	KCNRG	chr13:50589390-50595058
ENSG00000176124	chr13	50656306	+	DLEU1	chr13:50656307-51297372
ENSG00000136104	chr13	51483813	+	RNASEH2B	chr13:51483814-51544592
ENSG00000150510	chr13	51796506	+	FAM124A	chr13:51796503-51858377
ENSG00000253309	chr13	51915167	+	SERPINE3	chr13:51909909-51938871
ENSG00000102786	chr13	52027134	-	INTS6	chr13:51928213-52028400
ENSG00000139668	chr13	52158643	+	WDFY2	chr13:52158644-52336171
ENSG00000102796	chr13	52378259	-	DHRS12	chr13:52342129-52378293
ENSG00000123171	chr13	52436116	+	CCDC70	chr13:52436117-52440366
ENSG00000123191	chr13	52585630	-	ATP7B	chr13:52506809-52585630
ENSG00000253710	chr13	52586549	+	ALG11	chr13:52586534-52603800
ENSG00000253797	chr13	52598826	+	UTP14C	chr13:52598827-52607736
ENSG00000197168	chr13	52703214	-	NEK5	chr13:52611093-52703214
ENSG00000136098	chr13	52731620	-	NEK3	chr13:52706775-52733996
ENSG00000136114	chr13	52980263	-	THSD1	chr13:52951305-52980629
ENSG00000136100	chr13	53024757	-	VPS36	chr13:52986737-53024763
ENSG00000136108	chr13	53029601	+	CKAP2	chr13:53029564-53050763
ENSG00000139675	chr13	53191604	+	HNRNPA1L2	chr13:53191605-53217919
ENSG00000165416	chr13	53226973	+	SUGT1	chr13:53226844-53275044
ENSG00000136110	chr13	53313915	-	LECT1	chr13:53277399-53313947
ENSG00000136099	chr13	53422775	-	PCDH8	chr13:53418109-53422775
ENSG00000102837	chr13	53602893	+	OLFM4	chr13:53602894-53626192
ENSG00000229665	chr13	57728194	+	PRR20C	chr13:57728195-57731216
ENSG00000234278	chr13	57741330	+	PRR20E	chr13:57741331-57744352
ENSG00000118946	chr13	58206654	+	PCDH17	chr13:58205944-58303445
ENSG00000139734	chr13	60738121	-	DIAPH3	chr13:60239717-60738121
ENSG00000083544	chr13	60971426	+	TDRD3	chr13:60970591-61148012
ENSG00000197991	chr13	62001982	-	PCDH20	chr13:61983818-62002220
ENSG00000184226	chr13	67804468	-	PCDH9	chr13:66876967-67804468
ENSG00000150361	chr13	70682591	-	KLHL1	chr13:70274726-70682591
ENSG00000165659	chr13	72441330	-	DACH1	chr13:72012098-72441330
ENSG00000204899	chr13	73301825	-	MZT1	chr13:73282495-73301825
ENSG00000136122	chr13	73302063	+	BORA	chr13:73302061-73330336
ENSG00000083520	chr13	73356071	-	DIS3	chr13:73329540-73356234
ENSG00000083535	chr13	73356196	+	PIBF1	chr13:73356197-73590591
ENSG00000102554	chr13	73632929	+	KLF5	chr13:73629114-73651676
ENSG00000118922	chr13	74569186	-	KLF12	chr13:74260226-74708394
ENSG00000136111	chr13	76056250	-	TBC1D4	chr13:75858808-76056250
ENSG00000188243	chr13	76111977	-	COMMD6	chr13:76099350-76123575
ENSG00000118939	chr13	76123926	+	UCHL3	chr13:76123619-76180085
ENSG00000136153	chr13	76334796	+	LMO7	chr13:76194570-76434004
ENSG00000178695	chr13	77460525	-	KCTD12	chr13:77454312-77460540
ENSG00000102794	chr13	77522631	+	IRG1	chr13:77522632-77532777
ENSG00000102805	chr13	77564794	+	CLN5	chr13:77564795-77576652
ENSG00000005812	chr13	77601285	-	FBXL3	chr13:77566740-77601330
ENSG00000005810	chr13	77900814	-	MYCBP2	chr13:77618792-77901185
ENSG00000136155	chr13	78109894	+	SCEL	chr13:78109809-78219398
ENSG00000139737	chr13	78273015	+	SLAIN1	chr13:78272023-78338377
ENSG00000136160	chr13	78493903	-	EDNRB	chr13:78469616-78493903
ENSG00000152192	chr13	79177673	-	POU4F1	chr13:79172497-79177673
ENSG00000152193	chr13	79233314	-	RNF219	chr13:79188426-79233314
ENSG00000139746	chr13	79979923	-	RBM26	chr13:79885962-79980612
ENSG00000102471	chr13	80055286	+	NDFIP2	chr13:80055287-80130210
ENSG00000136158	chr13	80913794	-	SPRY2	chr13:80910111-80915086
ENSG00000178235	chr13	84456528	-	SLITRK1	chr13:84451344-84456528
ENSG00000184564	chr13	86373623	-	SLITRK6	chr13:86366925-86373623
ENSG00000165300	chr13	88324869	+	SLITRK5	chr13:88324870-88331871
ENSG00000179399	chr13	92050928	+	GPC5	chr13:92050929-93519490
ENSG00000183098	chr13	93879094	+	GPC6	chr13:93879095-95059655
ENSG00000080166	chr13	95131936	-	DCT	chr13:95089558-95131936
ENSG00000088451	chr13	95248511	-	TGDS	chr13:95226308-95248511
ENSG00000152749	chr13	95254156	+	GPR180	chr13:95254157-95286899
ENSG00000125285	chr13	95364389	-	SOX21	chr13:95361886-95364389
ENSG00000125257	chr13	95953683	-	ABCC4	chr13:95672083-95953687
ENSG00000134873	chr13	96204978	+	CLDN10	chr13:96085858-96232013
ENSG00000134874	chr13	96295517	-	DZIP1	chr13:96230457-96296957
ENSG00000102580	chr13	96329392	+	DNAJC3	chr13:96329393-96447243
ENSG00000102595	chr13	96705637	-	UGGT2	chr13:96453834-96705736
ENSG00000185352	chr13	96743092	+	HS6ST3	chr13:96743093-97485671
ENSG00000165621	chr13	97646604	-	OXGR1	chr13:97637973-97646984
ENSG00000139793	chr13	97874608	+	MBNL2	chr13:97873688-98046374
ENSG00000125249	chr13	98086475	+	RAP2A	chr13:98086476-98121382
ENSG00000065150	chr13	98605928	+	IPO5	chr13:98605912-98676551
ENSG00000152767	chr13	98795504	+	FARP1	chr13:98794816-99102027
ENSG00000139797	chr13	98829519	-	RNF113B	chr13:98828039-98829519
ENSG00000102572	chr13	99174252	-	STK24	chr13:99102455-99230194
ENSG00000088386	chr13	99404908	-	SLC15A1	chr13:99336055-99404908
ENSG00000088387	chr13	99630244	-	DOCK9	chr13:99445741-99738879
ENSG00000134882	chr13	99853027	+	UBAC2	chr13:99853028-100038688
ENSG00000125245	chr13	99913998	-	GPR18	chr13:99906968-99913998
ENSG00000169508	chr13	99959659	-	GPR183	chr13:99946784-99959659
ENSG00000125304	chr13	100153670	+	TM9SF2	chr13:100153671-100216260
ENSG00000125246	chr13	100258922	+	CLYBL	chr13:100258919-100549387
ENSG00000139800	chr13	100624163	-	ZIC5	chr13:100615218-100624163
ENSG00000043355	chr13	100634025	+	ZIC2	chr13:100634026-100639018
ENSG00000175198	chr13	100741336	+	PCCA	chr13:100741269-101182686
ENSG00000134864	chr13	101236251	-	GGACT	chr13:101183810-101241782
ENSG00000125247	chr13	101327049	-	TMTC4	chr13:101256181-101327347
ENSG00000102452	chr13	102068706	-	NALCN	chr13:101706130-102068843
ENSG00000198542	chr13	102104965	+	ITGBL1	chr13:102104966-102375456
ENSG00000102466	chr13	103054124	-	FGF14	chr13:102372134-103054124
ENSG00000134900	chr13	103249352	+	TPP2	chr13:103249353-103331521
ENSG00000139780	chr13	103346854	-	METTL21C	chr13:103338094-103346854
ENSG00000151287	chr13	103426161	-	TEX30	chr13:103418340-103426161
ENSG00000134901	chr13	103451357	-	KDELC1	chr13:103436631-103451357
ENSG00000134897	chr13	103451398	+	BIVM	chr13:103451399-103493885
ENSG00000270181	chr13	103459703	+	BIVM-ERCC5	chr13:103459704-103524748
ENSG00000134899	chr13	103497193	+	ERCC5	chr13:103497194-103528345
ENSG00000125255	chr13	103719196	-	SLC10A2	chr13:103696350-103719196
ENSG00000182346	chr13	106118591	+	DAOA	chr13:106118216-106143383
ENSG00000125266	chr13	107187462	-	EFNB2	chr13:107142079-107187462
ENSG00000134884	chr13	107220512	-	ARGLU1	chr13:107194021-107220512
ENSG00000204442	chr13	108519083	-	FAM155A	chr13:107820883-108519083
ENSG00000174405	chr13	108867130	-	LIG4	chr13:108859787-108870716
ENSG00000139826	chr13	108870726	+	ABHD13	chr13:108870727-108886603
ENSG00000102524	chr13	108922065	+	TNFSF13B	chr13:108903588-108960832
ENSG00000041515	chr13	109248499	+	MYO16	chr13:109248500-109860355
ENSG00000185950	chr13	110438915	-	IRS2	chr13:110406184-110438915
ENSG00000187498	chr13	110959496	-	COL4A1	chr13:110801318-110959496
ENSG00000134871	chr13	110959613	+	COL4A2	chr13:110958159-111165374
ENSG00000139832	chr13	111214080	-	RAB20	chr13:111175417-111214080
ENSG00000213995	chr13	111268007	+	CARKD	chr13:111267881-111292340
ENSG00000134905	chr13	111358504	-	CARS2	chr13:111293759-111365950
ENSG00000153487	chr13	111367328	+	ING1	chr13:111365083-111373421
ENSG00000088448	chr13	111567416	-	ANKRD10	chr13:111530887-111567416
ENSG00000102606	chr13	111767623	+	ARHGEF7	chr13:111766906-111958084
ENSG00000153495	chr13	111973014	+	TEX29	chr13:111968531-111996596
ENSG00000182968	chr13	112721912	+	SOX1	chr13:112721913-112726020
ENSG00000153498	chr13	113030632	+	SPACA7	chr13:113030633-113089003
ENSG00000126216	chr13	113242481	-	TUBGCP3	chr13:113139325-113242481
ENSG00000068650	chr13	113344642	+	ATP11A	chr13:113344643-113541482
ENSG00000126217	chr13	113623534	+	MCF2L	chr13:113548692-113754053
ENSG00000057593	chr13	113760120	+	F7	chr13:113760105-113774995
ENSG00000126218	chr13	113777131	+	F10	chr13:113777128-113803843
ENSG00000126231	chr13	113812967	+	PROZ	chr13:113812968-113826694
ENSG00000126226	chr13	113862983	-	PCID2	chr13:113831891-113863029
ENSG00000139842	chr13	113863857	+	CUL4A	chr13:113862552-113919399
ENSG00000185896	chr13	113951555	+	LAMP1	chr13:113951556-113977987
ENSG00000139835	chr13	114018441	-	GRTP1	chr13:113978505-114018446
ENSG00000153531	chr13	114107839	-	ADPRHL1	chr13:114076260-114107839
ENSG00000150401	chr13	114145267	-	DCUN1D2	chr13:114110134-114145267
ENSG00000150403	chr13	114145309	+	TMCO3	chr13:114145310-114204542
ENSG00000198176	chr13	114239055	+	TFDP1	chr13:114239013-114295785
ENSG00000186009	chr13	114312501	-	ATP4B	chr13:114303119-114312501
ENSG00000185974	chr13	114321469	+	GRK1	chr13:114321470-114440708
ENSG00000184497	chr13	114462215	+	TMEM255B	chr13:114462216-114514926
ENSG00000183087	chr13	114567040	-	GAS6	chr13:114523522-114567046
ENSG00000185989	chr13	114898086	-	RASA3	chr13:114747194-114898086
ENSG00000130177	chr13	115000361	+	CDC16	chr13:115000362-115038198
ENSG00000169062	chr13	115047058	+	UPF3A	chr13:115047059-115071283
ENSG00000198824	chr13	115079987	+	CHAMP1	chr13:115079988-115092796
ENSG00000257115	chr14	19377521	+	OR11H12	chr14:19377522-19378606
ENSG00000182652	chr14	20215586	+	OR4Q3	chr14:20215587-20216528
ENSG00000176299	chr14	20248400	+	OR4M1	chr14:20248401-20249516
ENSG00000176294	chr14	20295607	+	OR4N2	chr14:20187174-20296531
ENSG00000165762	chr14	20344390	+	OR4K2	chr14:20344391-20345468
ENSG00000176281	chr14	20388740	+	OR4K5	chr14:20388741-20389818
ENSG00000155249	chr14	20403766	+	OR4K1	chr14:20403767-20404842
ENSG00000169488	chr14	20443602	+	OR4K15	chr14:20443603-20444818
ENSG00000169484	chr14	20483352	-	OR4K14	chr14:20482419-20483352
ENSG00000176253	chr14	20502919	-	OR4K13	chr14:20502003-20502919
ENSG00000176246	chr14	20528203	+	OR4L1	chr14:20528204-20529142
ENSG00000176230	chr14	20585565	+	OR4K17	chr14:20585566-20586597
ENSG00000184394	chr14	20611894	+	OR4N5	chr14:20611895-20612821
ENSG00000196832	chr14	20665494	+	OR11G2	chr14:20665495-20666605
ENSG00000176219	chr14	20691790	+	OR11H6	chr14:20691791-20692964
ENSG00000176198	chr14	20710897	+	OR11H4	chr14:20710898-20711979
ENSG00000136319	chr14	20774153	-	TTC5	chr14:20724717-20774153
ENSG00000100814	chr14	20797539	-	CCNB1IP1	chr14:20779527-20801471
ENSG00000129484	chr14	20811773	+	PARP2	chr14:20811741-20826064
ENSG00000129566	chr14	20881580	-	TEP1	chr14:20833826-20881588
ENSG00000185271	chr14	20903801	-	KLHL33	chr14:20896970-20903801
ENSG00000092094	chr14	20923264	-	OSGEP	chr14:20914570-20923264
ENSG00000100823	chr14	20923353	+	APEX1	chr14:20923350-20925927
ENSG00000165782	chr14	20929624	-	TMEM55B	chr14:20925878-20929771
ENSG00000198805	chr14	20937537	+	PNP	chr14:20937113-20945253
ENSG00000182545	chr14	20978611	+	RNASE10	chr14:20973696-20979328
ENSG00000188655	chr14	21029090	-	RNASE9	chr14:21024252-21029090
ENSG00000173464	chr14	21058417	-	RNASE11	chr14:21051054-21078043
ENSG00000258436	chr14	21058982	-	RNASE12	chr14:21058352-21058982
ENSG00000259060	chr14	21077954	-	RNASE11	chr14:21051051-21077954
ENSG00000181803	chr14	21109850	-	OR6S1	chr14:21108855-21109850
ENSG00000258818	chr14	21152258	+	RNASE4	chr14:21152259-21168761
ENSG00000214274	chr14	21152335	+	ANG	chr14:21152336-21167130
ENSG00000181562	chr14	21214050	+	EDDM3A	chr14:21214051-21216539
ENSG00000181552	chr14	21236585	+	EDDM3B	chr14:21236586-21239107
ENSG00000169413	chr14	21249209	+	RNASE6	chr14:21249210-21250626
ENSG00000129538	chr14	21271437	-	RNASE1	chr14:21269387-21271437
ENSG00000169397	chr14	21359557	+	RNASE3	chr14:21359558-21360507
ENSG00000169385	chr14	21423610	+	RNASE2	chr14:21423611-21424595
ENSG00000165792	chr14	21458138	+	METTL17	chr14:21457929-21465189
ENSG00000165794	chr14	21467448	+	SLC39A2	chr14:21467414-21470030
ENSG00000165795	chr14	21493123	-	NDRG2	chr14:21484922-21539031
ENSG00000179636	chr14	21498384	+	TPPP2	chr14:21492268-21504435
ENSG00000206150	chr14	21502944	-	RNASE13	chr14:21500979-21502944
ENSG00000165799	chr14	21510384	+	RNASE7	chr14:21510385-21512393
ENSG00000173431	chr14	21525980	+	RNASE8	chr14:21525981-21526614
ENSG00000165801	chr14	21538428	+	ARHGEF40	chr14:21538429-21558399
ENSG00000165804	chr14	21566799	-	ZNF219	chr14:21558205-21572881
ENSG00000232070	chr14	21567095	+	TMEM253	chr14:21567096-21571883
ENSG00000169327	chr14	21624222	-	OR5AU1	chr14:21623026-21624222
ENSG00000092199	chr14	21737638	-	HNRNPC	chr14:21677295-21737653
ENSG00000092200	chr14	21756135	+	RPGRIP1	chr14:21756098-21819460
ENSG00000092201	chr14	21852425	-	SUPT16H	chr14:21819631-21852425
ENSG00000100888	chr14	21899867	-	CHD8	chr14:21853353-21924285
ENSG00000092203	chr14	21944913	+	TOX4	chr14:21944756-21967319
ENSG00000129472	chr14	21945132	-	RAB2B	chr14:21927179-21945132
ENSG00000165819	chr14	21979517	-	METTL3	chr14:21966277-21979517
ENSG00000165821	chr14	22005350	-	SALL2	chr14:21989232-22005350
ENSG00000169208	chr14	22038875	-	OR10G3	chr14:22037934-22038875
ENSG00000255582	chr14	22103096	-	OR10G2	chr14:22101992-22103096
ENSG00000221977	chr14	22133296	+	OR4E2	chr14:22133297-22134238
ENSG00000129562	chr14	23058175	-	DAD1	chr14:23033805-23058175
ENSG00000100439	chr14	23067145	+	ABHD4	chr14:23067146-23081265
